epoch,step,train_acc,train_loss,val_acc,val_loss
4,3649,0.75,0.9081787467002869,,
4,3699,0.671875,0.9474292993545532,,
4,3749,0.71875,0.7154460549354553,,
4,3799,0.71875,0.760827362537384,,
4,3849,0.640625,0.9681923389434814,,
4,3899,0.734375,0.7436237931251526,,
4,3909,,,0.7146000266075134,0.8078029155731201
5,3949,0.640625,1.0285295248031616,,
5,3999,0.71875,0.8486862778663635,,
5,4049,0.671875,0.8833827972412109,,
5,4099,0.75,0.7784011960029602,,
5,4149,0.734375,0.8302367925643921,,
5,4199,0.765625,0.7169919610023499,,
5,4249,0.671875,1.0469878911972046,,
5,4299,0.6875,0.9292933344841003,,
5,4349,0.734375,0.8700303435325623,,
5,4399,0.671875,0.8357179760932922,,
5,4449,0.6875,0.8289806246757507,,
5,4499,0.6875,0.927420437335968,,
5,4549,0.765625,0.825264036655426,,
5,4599,0.65625,0.8235100507736206,,
5,4649,0.796875,0.7293000221252441,,
5,4691,,,0.7562999725341797,0.7090157866477966
6,4699,0.796875,0.7569913268089294,,
6,4749,0.734375,0.6992420554161072,,
6,4799,0.75,0.6774392127990723,,
6,4849,0.703125,0.8863668441772461,,
6,4899,0.6875,1.1071947813034058,,
6,4949,0.765625,0.8133347630500793,,
6,4999,0.71875,0.7875975966453552,,
6,5049,0.8125,0.752923846244812,,
6,5099,0.625,1.0675898790359497,,
6,5149,0.71875,0.9583896398544312,,
6,5199,0.671875,0.9975311756134033,,
6,5249,0.71875,1.0728756189346313,,
6,5299,0.671875,0.9212355613708496,,
6,5349,0.84375,0.5986484289169312,,
6,5399,0.65625,0.8979885578155518,,
6,5449,0.65625,0.917251706123352,,
6,5473,,,0.7610999941825867,0.6898992657661438
7,5499,0.765625,0.5994357466697693,,
7,5549,0.734375,0.7444565892219543,,
7,5599,0.734375,0.7904669642448425,,
7,5649,0.65625,0.9239699840545654,,
7,5699,0.6875,0.8201661705970764,,
7,5749,0.734375,0.7565963864326477,,
7,5799,0.78125,0.7735415697097778,,
7,5849,0.703125,0.806114912033081,,
7,5899,0.65625,1.0377178192138672,,
7,5949,0.625,1.0247907638549805,,
7,5999,0.703125,0.9453012347221375,,
7,6049,0.765625,0.7652795910835266,,
7,6099,0.71875,0.8261968493461609,,
7,6149,0.796875,0.5778239965438843,,
7,6199,0.75,0.7917534112930298,,
7,6249,0.765625,0.7240998148918152,,
7,6255,,,0.7788000106811523,0.6334011554718018
8,6299,0.71875,0.7238824963569641,,
8,6349,0.671875,0.9040804505348206,,
8,6399,0.734375,0.6777316331863403,,
8,6449,0.84375,0.4797307848930359,,
8,6499,0.6875,0.8110242486000061,,
8,6549,0.796875,0.5321892499923706,,
8,6599,0.78125,0.6946828961372375,,
8,6649,0.625,0.9465348124504089,,
8,6699,0.734375,0.8689109683036804,,
8,6749,0.6875,0.8181703686714172,,
8,6799,0.765625,0.7065666913986206,,
8,6849,0.84375,0.5478479862213135,,
8,6899,0.765625,0.7051438689231873,,
8,6949,0.703125,0.7198843955993652,,
8,6999,0.71875,0.8756845593452454,,
8,7037,,,0.7832000255584717,0.6258218884468079
9,7049,0.78125,0.6588674783706665,,
9,7099,0.703125,0.6783013343811035,,
9,7149,0.71875,0.8059523105621338,,
9,7199,0.765625,0.6045652031898499,,
9,7249,0.671875,0.7911784052848816,,
9,7299,0.609375,1.0852932929992676,,
9,7349,0.796875,0.68639075756073,,
9,7399,0.75,0.7068284749984741,,
9,7449,0.75,0.7002916932106018,,
9,7499,0.828125,0.5147255063056946,,
9,7549,0.84375,0.535227358341217,,
9,7599,0.765625,0.7309677600860596,,
9,7649,0.78125,0.6207991242408752,,
9,7699,0.765625,0.6944241523742676,,
9,7749,0.6875,0.9119705557823181,,
9,7799,0.734375,0.7645903825759888,,
9,7819,,,0.7860999703407288,0.625748336315155
10,7849,0.734375,0.8810093998908997,,
10,7899,0.78125,0.5374169945716858,,
10,7949,0.734375,0.7255141139030457,,
10,7999,0.828125,0.6008704900741577,,
10,8049,0.703125,0.7868978977203369,,
10,8099,0.765625,0.7564116716384888,,
10,8149,0.703125,0.7853124141693115,,
10,8199,0.78125,0.62429279088974,,
10,8249,0.796875,0.60267573595047,,
10,8299,0.78125,0.5859299898147583,,
10,8349,0.75,0.8684711456298828,,
10,8399,0.796875,0.7381604313850403,,
10,8449,0.75,0.6412825584411621,,
10,8499,0.734375,0.7643852233886719,,
10,8549,0.6875,0.9332919716835022,,
10,8599,0.703125,0.8347610831260681,,
10,8601,,,0.7940000295639038,0.6006667613983154
11,8649,0.765625,0.7095528244972229,,
11,8699,0.734375,0.7535580992698669,,
11,8749,0.71875,0.9348697662353516,,
11,8799,0.75,0.7723729014396667,,
11,8849,0.796875,0.6420055031776428,,
11,8899,0.828125,0.4362056255340576,,
11,8949,0.8125,0.6487806439399719,,
11,8999,0.75,0.7952131032943726,,
11,9049,0.796875,0.6847066879272461,,
11,9099,0.765625,0.8178805112838745,,
11,9149,0.734375,0.7703267931938171,,
11,9199,0.703125,0.7017670273780823,,
11,9249,0.78125,0.561959445476532,,
11,9299,0.84375,0.5075902938842773,,
11,9349,0.734375,0.768272876739502,,
11,9383,,,0.798799991607666,0.5848789811134338
12,9399,0.734375,0.6719618439674377,,
12,9449,0.765625,0.5515551567077637,,
12,9499,0.671875,0.8074556589126587,,
12,9549,0.734375,0.8422435522079468,,
12,9599,0.734375,0.6394891142845154,,
12,9649,0.765625,0.5677466988563538,,
12,9699,0.75,0.7257376313209534,,
12,9749,0.75,0.6294103860855103,,
12,9799,0.859375,0.6016871929168701,,
12,9849,0.734375,0.8625897169113159,,
12,9899,0.75,0.7624291181564331,,
12,9949,0.78125,0.5966734886169434,,
12,9999,0.828125,0.4573270380496979,,
12,10049,0.8125,0.5307101011276245,,
12,10099,0.796875,0.5555638670921326,,
12,10149,0.828125,0.5232520699501038,,
12,10165,,,0.8077999949455261,0.5638818740844727
13,10199,0.78125,0.688834547996521,,
13,10249,0.734375,0.8923773169517517,,
13,10299,0.875,0.49175602197647095,,
13,10349,0.75,0.5976606011390686,,
13,10399,0.6875,0.7004327774047852,,
13,10449,0.765625,0.6661399602890015,,
13,10499,0.796875,0.762154757976532,,
13,10549,0.734375,0.613803505897522,,
13,10599,0.75,0.5458388924598694,,
13,10649,0.828125,0.6142755150794983,,
13,10699,0.796875,0.4786895215511322,,
13,10749,0.875,0.46546316146850586,,
13,10799,0.8125,0.5295352339744568,,
13,10849,0.71875,0.6831342577934265,,
13,10899,0.78125,0.49973344802856445,,
13,10947,,,0.7979000210762024,0.5736956000328064
14,10949,0.828125,0.4900999367237091,,
14,10999,0.8125,0.5041433572769165,,
14,11049,0.78125,0.5712878108024597,,
14,11099,0.703125,0.6673033833503723,,
14,11149,0.78125,0.554404616355896,,
14,11199,0.796875,0.5467900633811951,,
14,11249,0.78125,0.6277042627334595,,
14,11299,0.796875,0.6003523468971252,,
14,11349,0.75,0.7908327579498291,,
14,11399,0.75,0.9228467345237732,,
14,11449,0.734375,0.6835160255432129,,
14,11499,0.796875,0.621185302734375,,
14,11549,0.859375,0.5413115620613098,,
14,11599,0.765625,0.6877269744873047,,
14,11649,0.765625,0.566297173500061,,
14,11699,0.828125,0.5729842185974121,,
14,11729,,,0.7900000214576721,0.6027657389640808
15,11749,0.75,0.69236820936203,,
15,11799,0.734375,0.669035017490387,,
15,11849,0.734375,0.6625484228134155,,
15,11899,0.78125,0.683405339717865,,
15,11949,0.875,0.4069455564022064,,
15,11999,0.8125,0.587169885635376,,
15,12049,0.78125,0.5626465678215027,,
15,12099,0.75,0.5850454568862915,,
15,12149,0.78125,0.6090757250785828,,
15,12199,0.796875,0.5897037386894226,,
15,12249,0.859375,0.4847925305366516,,
15,12299,0.78125,0.5467770099639893,,
15,12349,0.75,0.7335615754127502,,
15,12399,0.796875,0.5877631306648254,,
15,12449,0.84375,0.45583978295326233,,
15,12499,0.78125,0.6288711428642273,,
15,12511,,,0.810699999332428,0.5595623254776001
16,12549,0.828125,0.5746644139289856,,
16,12599,0.875,0.3945525288581848,,
16,12649,0.84375,0.4906797409057617,,
16,12699,0.796875,0.5325970649719238,,
16,12749,0.828125,0.5153701305389404,,
16,12799,0.671875,0.8459814190864563,,
16,12849,0.828125,0.5864773392677307,,
16,12899,0.828125,0.5263682007789612,,
16,12949,0.765625,0.5794456005096436,,
16,12999,0.8125,0.5050131678581238,,
16,13049,0.859375,0.41878440976142883,,
16,13099,0.796875,0.5851951837539673,,
16,13149,0.859375,0.4520445466041565,,
16,13199,0.859375,0.47404345870018005,,
16,13249,0.796875,0.4975188672542572,,
16,13293,,,0.8057000041007996,0.5575165152549744
17,13299,0.84375,0.47607335448265076,,
17,13349,0.90625,0.32232844829559326,,
17,13399,0.734375,0.8541530966758728,,
17,13449,0.65625,0.7930735945701599,,
17,13499,0.765625,0.747279942035675,,
17,13549,0.828125,0.5348266959190369,,
17,13599,0.796875,0.6160109639167786,,
17,13649,0.78125,0.5753335356712341,,
17,13699,0.828125,0.41918134689331055,,
17,13749,0.828125,0.5602524876594543,,
17,13799,0.734375,0.7617084980010986,,
17,13849,0.875,0.3503740131855011,,
17,13899,0.75,0.7280320525169373,,
17,13949,0.796875,0.5427331924438477,,
17,13999,0.734375,0.8100423216819763,,
17,14049,0.78125,0.6708855628967285,,
17,14075,,,0.8177000284194946,0.5256384611129761
18,14099,0.84375,0.5048406720161438,,
18,14149,0.765625,0.6354332566261292,,
18,14199,0.84375,0.49500271677970886,,
18,14249,0.90625,0.3585261106491089,,
18,14299,0.75,0.7462096810340881,,
18,14349,0.78125,0.6004935503005981,,
18,14399,0.8125,0.6965290904045105,,
18,14449,0.765625,0.7046297192573547,,
18,14499,0.78125,0.5435162782669067,,
18,14549,0.765625,0.5769655108451843,,
18,14599,0.765625,0.5667055249214172,,
18,14649,0.765625,0.4546879529953003,,
18,14699,0.75,0.7229381203651428,,
18,14749,0.78125,0.7310051321983337,,
18,14799,0.90625,0.3790028691291809,,
18,14849,0.75,0.7174206972122192,,
18,14857,,,0.8131999969482422,0.5417174696922302
19,14899,0.796875,0.6035189032554626,,
19,14949,0.890625,0.3543650805950165,,
19,14999,0.78125,0.5634803175926208,,
19,15049,0.75,0.7547697424888611,,
19,15099,0.78125,0.6400562524795532,,
19,15149,0.75,0.7972128987312317,,
19,15199,0.875,0.3949277698993683,,
19,15249,0.859375,0.5516265630722046,,
19,15299,0.84375,0.5252966284751892,,
19,15349,0.828125,0.5515797138214111,,
19,15399,0.8125,0.6595925092697144,,
19,15449,0.8125,0.6240614056587219,,
19,15499,0.875,0.4016399681568146,,
19,15549,0.65625,0.8807969689369202,,
19,15599,0.828125,0.5418754816055298,,
19,15639,,,0.8202000260353088,0.5268477201461792
20,15649,0.796875,0.6213757395744324,,
20,15699,0.765625,0.710095226764679,,
20,15749,0.765625,0.660698413848877,,
20,15799,0.78125,0.7154709696769714,,
20,15849,0.78125,0.576335608959198,,
20,15899,0.640625,0.7592777013778687,,
20,15949,0.703125,0.7486051917076111,,
20,15999,0.765625,0.4966408312320709,,
20,16049,0.921875,0.38021498918533325,,
20,16099,0.796875,0.5973876714706421,,
20,16149,0.859375,0.44393450021743774,,
20,16199,0.796875,0.7060017585754395,,
20,16249,0.796875,0.42246779799461365,,
20,16299,0.8125,0.6564702391624451,,
20,16349,0.84375,0.6129148006439209,,
20,16399,0.796875,0.6285277605056763,,
20,16421,,,0.8223999738693237,0.5223889350891113
21,16449,0.75,0.7599599957466125,,
21,16499,0.828125,0.47206324338912964,,
21,16549,0.71875,0.6715776324272156,,
21,16599,0.828125,0.5579749941825867,,
21,16649,0.828125,0.5004196763038635,,
21,16699,0.8125,0.5544595122337341,,
21,16749,0.6875,0.8042793869972229,,
21,16799,0.8125,0.5559406280517578,,
21,16849,0.84375,0.5731410384178162,,
21,16899,0.828125,0.6378176808357239,,
21,16949,0.8125,0.5038442015647888,,
21,16999,0.765625,0.8426213264465332,,
21,17049,0.890625,0.4295443296432495,,
21,17099,0.78125,0.61712247133255,,
21,17149,0.84375,0.5718982815742493,,
21,17199,0.71875,0.7637486457824707,,
21,17203,,,0.824400007724762,0.5120617747306824
22,17249,0.75,0.5636520981788635,,
22,17299,0.796875,0.5171630382537842,,
22,17349,0.796875,0.6884595155715942,,
22,17399,0.78125,0.6878978610038757,,
22,17449,0.90625,0.4021041691303253,,
22,17499,0.828125,0.6433025002479553,,
22,17549,0.78125,0.7411412000656128,,
22,17599,0.875,0.45437806844711304,,
22,17649,0.8125,0.45406028628349304,,
22,17699,0.78125,0.5157527923583984,,
22,17749,0.6875,0.7321528196334839,,
22,17799,0.78125,0.5425398349761963,,
22,17849,0.78125,0.574504017829895,,
22,17899,0.84375,0.5696355700492859,,
22,17949,0.8125,0.5178455710411072,,
22,17985,,,0.8219000101089478,0.5178669095039368
23,17999,0.765625,0.518314778804779,,
23,18049,0.859375,0.3946433663368225,,
23,18099,0.796875,0.48741278052330017,,
23,18149,0.84375,0.5206867456436157,,
23,18199,0.8125,0.5503367781639099,,
23,18249,0.828125,0.4419136047363281,,
23,18299,0.78125,0.5766149163246155,,
23,18349,0.6875,0.760536789894104,,
23,18399,0.8125,0.49592137336730957,,
23,18449,0.8125,0.552798330783844,,
23,18499,0.796875,0.5091604590415955,,
23,18549,0.828125,0.6406716108322144,,
23,18599,0.859375,0.39938634634017944,,
23,18649,0.859375,0.44092482328414917,,
23,18699,0.8125,0.6597371697425842,,
23,18749,0.6875,0.850640058517456,,
23,18767,,,0.829800009727478,0.5011041760444641
24,18799,0.765625,0.6141641139984131,,
24,18849,0.765625,0.4736551344394684,,
24,18899,0.90625,0.3805024325847626,,
24,18949,0.796875,0.6471219658851624,,
24,18999,0.78125,0.49499401450157166,,
24,19049,0.828125,0.42337924242019653,,
24,19099,0.78125,0.6140729784965515,,
24,19149,0.8125,0.6363547444343567,,
24,19199,0.765625,0.5573127269744873,,
24,19249,0.859375,0.4114881157875061,,
24,19299,0.8125,0.5134534239768982,,
24,19349,0.796875,0.5193932056427002,,
24,19399,0.796875,0.6264287829399109,,
24,19449,0.75,0.7126360535621643,,
24,19499,0.875,0.42174944281578064,,
24,19549,0.8125,0.8131587505340576,,
24,19549,,,0.8248999714851379,0.5038489103317261
25,19599,0.75,0.6042929291725159,,
25,19649,0.84375,0.5942974090576172,,
25,19699,0.765625,0.5037241578102112,,
25,19749,0.65625,0.869563639163971,,
25,19799,0.765625,0.7857474088668823,,
25,19849,0.734375,0.6367830634117126,,
25,19899,0.828125,0.42858490347862244,,
25,19949,0.875,0.3417730927467346,,
25,19999,0.828125,0.4363854229450226,,
25,20049,0.828125,0.5310434103012085,,
25,20099,0.78125,0.736340343952179,,
25,20149,0.75,0.7472125887870789,,
25,20199,0.84375,0.39828991889953613,,
25,20249,0.734375,0.7122654318809509,,
25,20299,0.8125,0.520117461681366,,
25,20331,,,0.8238999843597412,0.5151746273040771
26,20349,0.875,0.3738425672054291,,
26,20399,0.75,0.5420396327972412,,
26,20449,0.765625,0.5826120972633362,,
26,20499,0.796875,0.5330777168273926,,
26,20549,0.734375,0.8567386865615845,,
26,20599,0.78125,0.784961462020874,,
26,20649,0.8125,0.6888329386711121,,
26,20699,0.875,0.4560924172401428,,
26,20749,0.8125,0.47838160395622253,,
26,20799,0.859375,0.39245718717575073,,
26,20849,0.875,0.3928817808628082,,
26,20899,0.875,0.3430270850658417,,
26,20949,0.84375,0.38263848423957825,,
26,20999,0.78125,0.6932106018066406,,
26,21049,0.859375,0.5098577737808228,,
26,21099,0.796875,0.5753278732299805,,
26,21113,,,0.8292999863624573,0.5032967329025269
27,21149,0.796875,0.5135179162025452,,
27,21199,0.8125,0.5507160425186157,,
27,21249,0.875,0.371529757976532,,
27,21299,0.796875,0.6425260901451111,,
27,21349,0.9375,0.33443596959114075,,
27,21399,0.828125,0.4635859727859497,,
27,21449,0.859375,0.46008750796318054,,
27,21499,0.890625,0.3610111176967621,,
27,21549,0.859375,0.47570064663887024,,
27,21599,0.828125,0.5765479803085327,,
27,21649,0.828125,0.5345541834831238,,
27,21699,0.78125,0.5823922753334045,,
27,21749,0.8125,0.6244571208953857,,
27,21799,0.859375,0.5812293291091919,,
27,21849,0.828125,0.43484798073768616,,
27,21895,,,0.8402000069618225,0.47052690386772156
28,21899,0.78125,0.5647554397583008,,
28,21949,0.78125,0.6097062826156616,,
28,21999,0.828125,0.40559154748916626,,
28,22049,0.84375,0.48725780844688416,,
28,22099,0.8125,0.43779435753822327,,
28,22149,0.796875,0.5158169865608215,,
28,22199,0.8125,0.6816444396972656,,
28,22249,0.765625,0.5993719100952148,,
28,22299,0.875,0.45355460047721863,,
28,22349,0.90625,0.39412441849708557,,
28,22399,0.828125,0.5209656357765198,,
28,22449,0.828125,0.48617997765541077,,
28,22499,0.796875,0.7435890436172485,,
28,22549,0.84375,0.36733677983283997,,
28,22599,0.890625,0.42389798164367676,,
28,22649,0.828125,0.6468530297279358,,
28,22677,,,0.8276000022888184,0.5051112174987793
29,22699,0.75,0.6370128393173218,,
29,22749,0.75,0.7493121027946472,,
29,22799,0.828125,0.5810462236404419,,
29,22849,0.765625,0.6823483109474182,,
29,22899,0.796875,0.8507719039916992,,
29,22949,0.828125,0.5621315240859985,,
29,22999,0.765625,0.5648059248924255,,
29,23049,0.78125,0.5637195706367493,,
29,23099,0.859375,0.5625314712524414,,
29,23149,0.765625,0.7940665483474731,,
29,23199,0.796875,0.6283132433891296,,
29,23249,0.890625,0.18197941780090332,,
29,23299,0.796875,0.6042165756225586,,
29,23349,0.890625,0.3504784405231476,,
29,23399,0.796875,0.5691921710968018,,
29,23449,0.875,0.3302922248840332,,
29,23459,,,0.8428999781608582,0.4684656262397766
30,23499,0.78125,0.5536831021308899,,
30,23549,0.875,0.4508976936340332,,
30,23599,0.828125,0.4845556318759918,,
30,23649,0.890625,0.4185565412044525,,
30,23699,0.84375,0.4341347813606262,,
30,23749,0.796875,0.4750613868236542,,
30,23799,0.765625,0.569168746471405,,
30,23849,0.8125,0.42890962958335876,,
30,23899,0.84375,0.5530304312705994,,
30,23949,0.859375,0.37790462374687195,,
30,23999,0.78125,0.6285887360572815,,
30,24049,0.859375,0.5351411700248718,,
30,24099,0.8125,0.4826003909111023,,
30,24149,0.78125,0.5200257897377014,,
30,24199,0.84375,0.3997996747493744,,
30,24241,,,0.8248000144958496,0.5206719040870667
31,24249,0.796875,0.4976291060447693,,
31,24299,0.875,0.40311694145202637,,
31,24349,0.875,0.39975613355636597,,
31,24399,0.78125,0.6590499877929688,,
31,24449,0.890625,0.31401142477989197,,
31,24499,0.796875,0.5281133055686951,,
31,24549,0.859375,0.4827457368373871,,
31,24599,0.859375,0.4532378315925598,,
31,24649,0.9375,0.24343934655189514,,
31,24699,0.90625,0.3658052980899811,,
31,24749,0.78125,0.4555369019508362,,
31,24799,0.828125,0.4831096827983856,,
31,24849,0.84375,0.44215163588523865,,
31,24899,0.828125,0.4395368695259094,,
31,24949,0.90625,0.3802185654640198,,
31,24999,0.84375,0.4744017720222473,,
31,25023,,,0.8440999984741211,0.4568028748035431
32,25049,0.75,0.6935375332832336,,
32,25099,0.796875,0.5087860822677612,,
32,25149,0.84375,0.3958425223827362,,
32,25199,0.828125,0.5134385228157043,,
32,25249,0.828125,0.6812496781349182,,
32,25299,0.78125,0.45752501487731934,,
32,25349,0.828125,0.56035977602005,,
32,25399,0.78125,0.5238339304924011,,
32,25449,0.78125,0.4700949192047119,,
32,25499,0.78125,0.5252586603164673,,
32,25549,0.828125,0.40422913432121277,,
32,25599,0.796875,0.40028274059295654,,
32,25649,0.859375,0.40606167912483215,,
32,25699,0.828125,0.6139554381370544,,
32,25749,0.890625,0.40507376194000244,,
32,25799,0.828125,0.503332257270813,,
32,25805,,,0.8421000242233276,0.4628162980079651
33,25849,0.875,0.3634187579154968,,
33,25899,0.828125,0.41447627544403076,,
33,25949,0.765625,0.5477973818778992,,
33,25999,0.765625,0.6722326874732971,,
33,26049,0.859375,0.42745155096054077,,
33,26099,0.8125,0.5380080938339233,,
33,26149,0.875,0.3653911054134369,,
33,26199,0.890625,0.4010343849658966,,
33,26249,0.859375,0.41695427894592285,,
33,26299,0.828125,0.6022711396217346,,
33,26349,0.890625,0.3794644773006439,,
33,26399,0.875,0.38517341017723083,,
33,26449,0.78125,0.5613510608673096,,
33,26499,0.859375,0.5710472464561462,,
33,26549,0.84375,0.3339545428752899,,
33,26587,,,0.84170001745224,0.4612419903278351
34,26599,0.84375,0.5124433636665344,,
34,26649,0.84375,0.36818215250968933,,
34,26699,0.78125,0.45745036005973816,,
34,26749,0.796875,0.5097168684005737,,
34,26799,0.84375,0.47217634320259094,,
34,26849,0.859375,0.5415965914726257,,
34,26899,0.828125,0.5834760665893555,,
34,26949,0.765625,0.5169402360916138,,
34,26999,0.828125,0.623479962348938,,
34,27049,0.84375,0.5519036650657654,,
34,27099,0.796875,0.4595039486885071,,
34,27149,0.890625,0.3078852891921997,,
34,27199,0.859375,0.4374600946903229,,
34,27249,0.828125,0.3959609270095825,,
34,27299,0.890625,0.36587682366371155,,
34,27349,0.875,0.45958998799324036,,
34,27369,,,0.8416000008583069,0.46342021226882935
35,27399,0.84375,0.4563336670398712,,
35,27449,0.890625,0.48767977952957153,,
35,27499,0.734375,0.6940843462944031,,
35,27549,0.796875,0.7856054902076721,,
35,27599,0.84375,0.4629415273666382,,
35,27649,0.78125,0.6325665712356567,,
35,27699,0.84375,0.5081137418746948,,
35,27749,0.828125,0.4926590025424957,,
35,27799,0.84375,0.36672595143318176,,
35,27849,0.78125,0.5011747479438782,,
35,27899,0.796875,0.6806745529174805,,
35,27949,0.796875,0.4902864396572113,,
35,27999,0.84375,0.4619380235671997,,
35,28049,0.8125,0.4970514178276062,,
35,28099,0.875,0.35440874099731445,,
35,28149,0.875,0.43418094515800476,,
35,28151,,,0.8413000106811523,0.46643275022506714
36,28199,0.828125,0.5234435796737671,,
36,28249,0.8125,0.6911318302154541,,
36,28299,0.8125,0.5268670320510864,,
36,28349,0.765625,0.6049969792366028,,
36,28399,0.875,0.2957058846950531,,
36,28449,0.8125,0.46097105741500854,,
36,28499,0.875,0.3951275646686554,,
36,28549,0.828125,0.4759809076786041,,
36,28599,0.84375,0.3939589262008667,,
36,28649,0.828125,0.42925769090652466,,
36,28699,0.828125,0.5560436844825745,,
36,28749,0.796875,0.4287920296192169,,
36,28799,0.859375,0.32759392261505127,,
36,28849,0.859375,0.3749444782733917,,
36,28899,0.890625,0.3849700093269348,,
36,28933,,,0.8411999940872192,0.4679035544395447
37,28949,0.84375,0.5276117324829102,,
37,28999,0.875,0.348184198141098,,
37,29049,0.859375,0.3282003700733185,,
37,29099,0.75,0.6827282309532166,,
37,29149,0.875,0.5078418850898743,,
37,29199,0.796875,0.4066292643547058,,
37,29249,0.765625,0.598231852054596,,
37,29299,0.78125,0.6263397336006165,,
37,29349,0.8125,0.5089365839958191,,
37,29399,0.765625,0.624161958694458,,
37,29449,0.8125,0.7818078994750977,,
37,29499,0.796875,0.6531097888946533,,
37,29549,0.875,0.42234596610069275,,
37,29599,0.859375,0.5296120047569275,,
37,29649,0.828125,0.4809893071651459,,
37,29699,0.84375,0.413101464509964,,
37,29715,,,0.8410000205039978,0.4659590423107147
38,29749,0.859375,0.4108077883720398,,
38,29799,0.859375,0.36567071080207825,,
38,29849,0.859375,0.384874165058136,,
38,29899,0.875,0.5089966058731079,,
38,29949,0.90625,0.37721937894821167,,
38,29999,0.828125,0.4058142602443695,,
38,30049,0.921875,0.27735018730163574,,
38,30099,0.875,0.4574321508407593,,
38,30149,0.875,0.33703306317329407,,
38,30199,0.890625,0.49348536133766174,,
38,30249,0.84375,0.39496245980262756,,
38,30299,0.796875,0.7221366167068481,,
38,30349,0.921875,0.3646576702594757,,
38,30399,0.890625,0.3116297125816345,,
38,30449,0.84375,0.3860134482383728,,
38,30497,,,0.8476999998092651,0.44417959451675415
39,30499,0.84375,0.4354943335056305,,
39,30549,0.859375,0.5172698497772217,,
39,30599,0.859375,0.3613457977771759,,
39,30649,0.859375,0.5178910493850708,,
39,30699,0.796875,0.5303155779838562,,
39,30749,0.890625,0.43267667293548584,,
39,30799,0.828125,0.6088448166847229,,
39,30849,0.84375,0.5256795883178711,,
39,30899,0.890625,0.3629119396209717,,
39,30949,0.890625,0.2821396291255951,,
39,30999,0.921875,0.25362902879714966,,
39,31049,0.859375,0.44371235370635986,,
39,31099,0.890625,0.3663674592971802,,
39,31149,0.828125,0.46151238679885864,,
39,31199,0.78125,0.6856886148452759,,
39,31249,0.765625,0.688261091709137,,
