epoch,step,train_acc,train_loss,val_acc,val_loss
39,31279,,,0.8464000225067139,0.4621793031692505
40,31299,0.859375,0.4036563038825989,,
40,31349,0.828125,0.40823978185653687,,
40,31399,0.90625,0.29487618803977966,,
40,31449,0.765625,0.7455676794052124,,
40,31499,0.875,0.4396663010120392,,
40,31549,0.90625,0.36160457134246826,,
40,31599,0.75,0.5512792468070984,,
40,31649,0.828125,0.4274107813835144,,
40,31699,0.84375,0.583756148815155,,
40,31749,0.828125,0.42051222920417786,,
40,31799,0.875,0.3696679472923279,,
40,31849,0.78125,0.5171681046485901,,
40,31899,0.765625,0.45620182156562805,,
40,31949,0.875,0.4125601351261139,,
40,31999,0.890625,0.3647620379924774,,
40,32049,0.78125,0.6171128153800964,,
40,32061,,,0.845300018787384,0.4634649455547333
41,32099,0.84375,0.45248645544052124,,
41,32149,0.796875,0.5176984071731567,,
41,32199,0.828125,0.5012644529342651,,
41,32249,0.84375,0.5057182908058167,,
41,32299,0.78125,0.5349434018135071,,
41,32349,0.765625,0.6964547634124756,,
41,32399,0.828125,0.42252781987190247,,
41,32449,0.9375,0.23491798341274261,,
41,32499,0.859375,0.41248175501823425,,
41,32549,0.90625,0.3099907636642456,,
41,32599,0.84375,0.516357958316803,,
41,32649,0.796875,0.5039809942245483,,
41,32699,0.828125,0.5217504501342773,,
41,32749,0.796875,0.5034635663032532,,
41,32799,0.890625,0.31494513154029846,,
41,32843,,,0.8359000086784363,0.4839663505554199
42,32849,0.75,0.5793203711509705,,
42,32899,0.8125,0.4663357734680176,,
42,32949,0.8125,0.5477752089500427,,
42,32999,0.796875,0.5820003747940063,,
42,33049,0.84375,0.4945327043533325,,
42,33099,0.859375,0.436038613319397,,
42,33149,0.8125,0.5935620069503784,,
42,33199,0.875,0.5207841992378235,,
42,33249,0.859375,0.4384642243385315,,
42,33299,0.890625,0.343982458114624,,
42,33349,0.828125,0.4786715507507324,,
42,33399,0.90625,0.4062311053276062,,
42,33449,0.9375,0.39205557107925415,,
42,33499,0.828125,0.47359707951545715,,
42,33549,0.828125,0.5214196443557739,,
42,33599,0.875,0.5264756679534912,,
42,33625,,,0.8499000072479248,0.44768276810646057
43,33649,0.890625,0.342024028301239,,
43,33699,0.84375,0.5218209624290466,,
43,33749,0.890625,0.5150576829910278,,
43,33799,0.8125,0.5046241879463196,,
43,33849,0.796875,0.4808904528617859,,
43,33899,0.921875,0.2823413610458374,,
43,33949,0.78125,0.5966107845306396,,
43,33999,0.765625,0.6360122561454773,,
43,34049,0.875,0.4799317419528961,,
43,34099,0.78125,0.6157252192497253,,
43,34149,0.875,0.41627025604248047,,
43,34199,0.84375,0.4716074764728546,,
43,34249,0.875,0.4544188380241394,,
43,34299,0.890625,0.3179212212562561,,
43,34349,0.796875,0.6288450360298157,,
43,34399,0.859375,0.39330190420150757,,
43,34407,,,0.8366000056266785,0.4813859462738037
44,34449,0.8125,0.4958004951477051,,
44,34499,0.875,0.386826753616333,,
44,34549,0.75,0.6379519701004028,,
44,34599,0.828125,0.5507492423057556,,
44,34649,0.84375,0.4024590253829956,,
44,34699,0.921875,0.33415085077285767,,
44,34749,0.75,0.5551286339759827,,
44,34799,0.84375,0.4415052831172943,,
44,34849,0.875,0.3490949273109436,,
44,34899,0.78125,0.600933313369751,,
44,34949,0.859375,0.39742398262023926,,
44,34999,0.78125,0.6329837441444397,,
44,35049,0.8125,0.6052587032318115,,
44,35099,0.84375,0.598214864730835,,
44,35149,0.90625,0.2523444592952728,,
44,35189,,,0.843500018119812,0.45677030086517334
45,35199,0.71875,0.7089861035346985,,
45,35249,0.875,0.3859737515449524,,
45,35299,0.8125,0.488384872674942,,
45,35349,0.875,0.4755292534828186,,
45,35399,0.90625,0.41329067945480347,,
45,35449,0.84375,0.3766457438468933,,
45,35499,0.921875,0.2803996205329895,,
45,35549,0.90625,0.34794044494628906,,
45,35599,0.859375,0.31032657623291016,,
45,35649,0.828125,0.4922679662704468,,
45,35699,0.84375,0.4700998067855835,,
45,35749,0.765625,0.6672014594078064,,
45,35799,0.859375,0.41145211458206177,,
45,35849,0.921875,0.28437232971191406,,
45,35899,0.8125,0.6165216565132141,,
45,35949,0.875,0.3593708276748657,,
45,35971,,,0.8499000072479248,0.4412308633327484
46,35999,0.75,0.5809422731399536,,
46,36049,0.8125,0.5193546414375305,,
46,36099,0.890625,0.39276257157325745,,
46,36149,0.796875,0.6486320495605469,,
46,36199,0.859375,0.3428451716899872,,
46,36249,0.6875,0.7281222343444824,,
46,36299,0.90625,0.3375089168548584,,
46,36349,0.84375,0.43478676676750183,,
46,36399,0.859375,0.4670018255710602,,
46,36449,0.890625,0.2924516499042511,,
46,36499,0.890625,0.3627146780490875,,
46,36549,0.890625,0.298740029335022,,
46,36599,0.796875,0.44041576981544495,,
46,36649,0.90625,0.23044583201408386,,
46,36699,0.78125,0.6502969861030579,,
46,36749,0.796875,0.6500974893569946,,
46,36753,,,0.8503999710083008,0.44546011090278625
47,36799,0.78125,0.4382881224155426,,
47,36849,0.859375,0.3159712553024292,,
47,36899,0.8125,0.5442113280296326,,
47,36949,0.828125,0.559527575969696,,
47,36999,0.796875,0.5120702385902405,,
47,37049,0.84375,0.5128471255302429,,
47,37099,0.890625,0.3282894492149353,,
47,37149,0.828125,0.5803869366645813,,
47,37199,0.859375,0.38939303159713745,,
47,37249,0.71875,0.7818421721458435,,
47,37299,0.90625,0.29606348276138306,,
47,37349,0.890625,0.40080398321151733,,
47,37399,0.8125,0.542413055896759,,
47,37449,0.71875,0.6527739763259888,,
47,37499,0.84375,0.429547518491745,,
47,37535,,,0.8461999893188477,0.44565942883491516
48,37549,0.859375,0.4343487024307251,,
48,37599,0.8125,0.5017877817153931,,
48,37649,0.9375,0.34274157881736755,,
48,37699,0.828125,0.4184042513370514,,
48,37749,0.96875,0.1630764603614807,,
48,37799,0.8125,0.5042865872383118,,
48,37849,0.875,0.37740015983581543,,
48,37899,0.875,0.38579070568084717,,
48,37949,0.90625,0.33541756868362427,,
48,37999,0.8125,0.47682493925094604,,
48,38049,0.84375,0.4249792695045471,,
48,38099,0.6875,0.6791850328445435,,
48,38149,0.828125,0.6222461462020874,,
48,38199,0.78125,0.6818828582763672,,
48,38249,0.75,0.7032415270805359,,
48,38299,0.859375,0.2906309962272644,,
48,38317,,,0.8504999876022339,0.4384898841381073
49,38349,0.84375,0.5383651256561279,,
49,38399,0.828125,0.5660228729248047,,
49,38449,0.875,0.3088223934173584,,
49,38499,0.84375,0.46026211977005005,,
49,38549,0.859375,0.3337826728820801,,
49,38599,0.828125,0.5523025393486023,,
49,38649,0.828125,0.5030894875526428,,
49,38699,0.84375,0.39333948493003845,,
49,38749,0.859375,0.410226434469223,,
49,38799,0.828125,0.40217486023902893,,
49,38849,0.84375,0.4037441313266754,,
49,38899,0.828125,0.593185544013977,,
49,38949,0.890625,0.2770424485206604,,
49,38999,0.875,0.5350722074508667,,
49,39049,0.8125,0.45204129815101624,,
49,39099,0.875,0.4584698975086212,,
49,39099,,,0.8532000184059143,0.430756539106369
